gene	UNIPROT
LOC101852803	Q5JTN6
LOC101853037	Q16401
LOC101854366	Q8IXK2
LOC101853889	Q8N4A0
LOC101853889	Q7Z7M9
LOC118478675	Q8N428
LOC101854605	O14841
LOC106013361	Q96I45
LOC106013361	Q96I45
LOC106013361	Q96I45
LOC106013361	Q96I45
LOC106013361	Q96I45
LOC101854830	Q9NPB8
LOC101855059	Q6UVM3
LOC101856845	Q9UEE5
LOC101855297	A4D263
LOC101857065	Q2PZI1
LOC101857065	Q2PZI1
LOC101855529	Q13127
LOC101855529	Q13127
LOC101857283	Q13393
LOC101857283	Q13393
LOC101855906	Q9UJA9
LOC101857520	Q9UMZ3
LOC101857520	Q9UMZ3
LOC101857520	Q9UMZ3
LOC101857520	Q9UMZ3
LOC101857520	Q9UMZ3
LOC101857520	Q9UMZ3
LOC101856135	O14594
LOC101856612	Q5TFE4
LOC101857983	P30405
LOC101858813	P62937
LOC101859521	Q8N531
LOC101858365	O75821
LOC101858582	Q03112
LOC101858582	Q03112
LOC101858582	Q03112
LOC101858582	Q03112
LOC101858582	Q03112
LOC101858582	Q03112
LOC101858582	Q03112
LOC101858582	Q03112
LOC101858582	Q03112
LOC101858582	Q03112
LOC101860205	O94827
LOC101860205	O94827
LOC101861470	Q9Y5X3
LOC101860697	P52948
LOC101860697	P52948
LOC101860697	P52948
LOC101861241	A6BM72
LOC101861241	A6BM72
LOC101861241	A6BM72
LOC101861241	A6BM72
LOC101861241	A6BM72
LOC101861241	A6BM72
LOC101861692	Q9NRP7
LOC101863140	P12821
LOC101862147	B2RV13
LOC101862147	B2RV13
LOC118478679	O76082
LOC118478680	Q92674
LOC118478680	Q92674
LOC101863622	Q92674
LOC100533345	P60709
LOC101862536	P63261
LOC106013368	P60709
LOC101864100	Q5JXM2
LOC101862904	Q9GZP4
LOC101864340	O00442
LOC101845432	Q6UVY6
LOC101845201	Q9HAS3
LOC101845656	Q8IYB7
LOC101846101	Q02446
LOC101845885	Q96EV8
LOC101846318	Q96DU7
LOC101848471	Q2LD37
LOC101848471	Q2LD37
LOC101848471	Q2LD37
LOC101848471	Q2LD37
LOC101848471	Q2LD37
LOC101848471	Q2LD37
LOC101846994	Q13614
LOC101846994	Q13614
LOC101847379	P06280
LOC101847379	P06280
LOC101847379	P06280
LOC101847379	P06280
LOC101847379	P06280
LOC101848081	Q8IWI9
LOC101848695	Q5VWP2
LOC101848695	Q5VWP2
LOC101849088	Q8N6Q8
LOC101849326	Q86SS6
LOC101849326	Q86SS6
LOC101850119	Q6DKJ4
LOC101850119	Q6DKJ4
LOC101850369	Q8TES7
LOC101850758	P56597
LOC101850995	P27701
LOC101850995	P27701
LOC101850995	P27701
LOC101850995	P27701
LOC101850995	P27701
LOC101850995	P27701
LOC101850995	P27701
LOC101850995	P27701
LOC101852126	Q9Y2P8
LOC101854052	Q9H0H0
LOC101854291	Q9Y3C7
LOC101854533	Q9HC38
LOC106013373	Q9UBE8
LOC101855148	Q8NE09
LOC101857446	Q8NE09
LOC101855381	P07919
LOC101855602	P68133
LOC101856057	O75414
LOC101856057	O75414
LOC101856296	Q9BX74
LOC101856538	P40939
LOC101856761	Q8NHR9
LOC101859522	P35346
LOC101859742	P42892
LOC101859978	Q56UN5
LOC106013376	Q8N2Q7
LOC101860852	P20719
LOC106013377	Q92752
LOC101861770	Q6P179
LOC101860612	P51452
LOC101862220	P05455
LOC101864026	Q13231
LOC101862455	Q6V1P9
LOC101862686	Q15475
LOC101864261	Q96BD0
LOC101863061	Q86SX6
LOC101864485	O95271
LOC101864485	O95271
LOC101864485	O95271
LOC101864485	O95271
LOC101864485	O95271
LOC101864485	O95271
LOC101864485	O95271
LOC101845807	O14788
LOC101846169	Q0VAM2
LOC101846773	P80404
LOC101846540	Q96HC4
LOC101846995	O00151
LOC101846995	O00151
LOC101846995	O00151
LOC101846995	O00151
LOC101847914	Q07864
LOC101847914	Q07864
LOC101847692	P28066
LOC101847692	P28066
LOC101848152	P53396
LOC101848152	P53396
LOC101848785	Q9Y2B0
LOC101849653	Q9H5P4
LOC101849653	Q9H5P4
LOC101849653	Q9H5P4
LOC101849888	P36776
LOC101849412	Q9UPR3
LOC101849412	Q9UPR3
LOC101850370	Q04727
LOC101850605	O76074
LOC101851536	Q9UN86
LOC101851536	Q9UN86
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101852513	Q9H251
LOC101854756	P0DP25
LOC101854984	Q9Y694
LOC118478696	Q8WTR4
LOC101855218	Q8WTR4
LOC101852732	Q86X83
LOC101852963	Q9H081
LOC101853197	Q9Y3D6
LOC101853197	Q9Y3D6
LOC101853353	O95258
LOC101853353	O95258
LOC101853353	O95258
LOC101853353	O95258
LOC101853353	O95258
LOC101853353	O95258
LOC101853353	O95258
LOC101853353	O95258
LOC101853353	O95258
LOC101853353	O95258
LOC101854209	Q16594
LOC101854209	Q16594
LOC101854606	O60907
LOC101854606	O60907
LOC101854606	O60907
cad1	Q9BZA8
LOC101855830	P47901
LOC101856471	Q8WWZ8
LOC101856697	Q14164
LOC101856934	Q9NT99
LOC101858308	Q6ZQY2
LOC101858308	Q6ZQY2
LOC101857683	Q9NWU1
LOC101859204	Q9BRZ2
LOC106013387	P43003
LOC101859442	P60709
LOC101859442	P60709
LOC101859821	Q9NZF1
LOC101862221	O75604
LOC101862221	O75604
LOC101860053	Q8WWB5
LOC101860053	Q8WWB5
LOC101860450	Q8TBJ5
LOC101860698	P41252
LOC101860698	P41252
LOC101860698	P41252
LOC101861545	Q9NRX6
LOC101861993	P28324
LOC101863623	Q8IYS1
LOC101863853	Q8IYS1
LOC101864101	P54687
LOC101864567	Q96T88
LOC101862687	Q3MIR4
LOC101862687	Q3MIR4
LOC101862687	Q3MIR4
LOC101862687	Q3MIR4
LOC101846170	P22059
LOC101845047	O00217
LOC101845279	Q8N3Y1
LOC101845504	Q9Y6E7
LOC101845729	Q9UFC0
LOC101845961	Q9BV19
LOC101846611	Q9Y2Z2
LOC106013389	O15460
LOC101848472	Q7Z4N8
LOC101846844	Q9HBI5
LOC101846844	Q9HBI5
LOC101847380	O75391
LOC101848696	P15848
LOC101848922	Q6ICG8
LOC101849164	O76083
LOC101849164	O76083
LOC101849164	O76083
LOC101849413	Q6TFL4
LOC101847846	Q9H6Q4
LOC101848242	Q9BQ67
LOC101850121	Q04721
LOC101850121	Q04721
LOC101850121	Q04721
LOC101850121	Q04721
LOC101850121	Q04721
LOC118478702	Q9Y6R7
LOC101851153	O60285
LOC101851373	Q9UNA3
LOC101851612	Q8N6F8
LOC101852655	Q8NCF5
LOC101852655	Q8NCF5
LOC101852655	Q8NCF5
LOC101854367	Q96BH1
LOC101853586	Q13404
LOC101853586	Q13404
LOC101853977	Q9Y6U7
LOC101854831	Q96M63
LOC101855060	Q9BSE2
LOC101857837	P63010
LOC101855298	Q9H147
LOC101855298	Q9H147
LOC101855298	Q9H147
LOC101858070	O00291
LOC101855831	O00541
LOC101856058	O95926
LOC101857284	P30536
LOC101857284	P30536
LOC101858525	Q9NVD7
LOC101858974	Q96I99
LOC106013399	Q9NS85
LOC101859673	Q9NS85
LOC101859443	P51606
LOC101860373	Q9NVU0
LOC101860613	Q8IYS1
LOC101860853	Q86TB9
LOC101862380	O95477
LOC101861546	O75095
LOC101862615	Q9UBC2
LOC101862838	Q5VY43
LOC101864262	Q6XUX3
LOC101864262	Q6XUX3
LOC101863062	Q15125
LOC101864486	O60760
LOC101863779	Q92626
LOC101863779	Q92626
LOC101864027	P22083
LOC101845808	Q9P0Z9
LOC101864718	Q16600
LOC101864718	Q16600
LOC101864718	Q16600
LOC101864718	Q16600
LOC101846252	Q8NFF5
LOC101845360	Q9NR28
LOC118478704	P78545
LOC101846466	Q9UKW6
LOC101847693	P54317
LOC101848153	P23416
LOC101848619	Q96KA5
LOC101848849	P14679
LOC101846996	Q9UJV3
LOC101849089	Q9H9E3
LOC101847224	Q9BSE4
LOC101849327	P08237
LOC101849327	P08237
LOC101850042	Q5SRE7
LOC101850042	Q5SRE7
LOC101850287	P21452
LOC101853503	Q9UBG0
LOC101853503	Q9UBG0
LOC101853503	Q9UBG0
LOC101850517	Q9NZD2
LOC101850517	Q96JA3
LOC101853738	P05108
LOC101850914	Q14318
LOC101851771	O43663
LOC101851771	O43663
LOC101851771	O43663
LOC101851771	O43663
LOC101851771	O43663
LOC101854907	Q8IZD6
LOC101853978	Q12888
LOC101853978	Q12888
LOC101854452	P41279
LOC101857447	Q92765
LOC101856221	Q6UWM9
LOC101857684	P19224
LOC101856472	Q9BT23
LOC101856472	Q9BT23
LOC101856472	Q9BT23
LOC101856472	Q9BT23
LOC101857909	Q15907
LOC101858310	Q8TC21
LOC101858310	Q8TC21
LOC101860207	Q9H1K6
LOC101860451	Q5TDP6
LOC101858526	Q71UM5
LOC101860699	Q7Z3K3
LOC101860932	A6NNF4
LOC101860932	A6NNF4
LOC101860932	A6NNF4
LOC101860932	A6NNF4
LOC101860932	A6NNF4
LOC101860932	A6NNF4
LOC101860932	A6NNF4
LOC101860932	A6NNF4
LOC101860932	A6NNF4
LOC101860932	A6NNF4
LOC101860932	A6NNF4
LOC101860932	A6NNF4
LOC101858899	Q14590
LOC101858899	Q14590
LOC101858899	Q14590
LOC101858899	Q14590
LOC101858899	Q14590
LOC101858899	Q14590
LOC101858899	Q14590
LOC101858899	Q14590
LOC101858899	Q14590
LOC101858899	Q14590
LOC101861620	Q96JG9
LOC101861850	Q9UL25
LOC101859135	O43541
LOC101859135	O43541
LOC101859135	O43541
LOC101859135	O43541
LOC101863063	P23352
LOC101863304	O75874
LOC101863548	P46063
LOC101863780	Q9HBU6
LOC101864028	Q96LU5
LOC101862537	O43852
LOC101862537	O43852
LOC101862537	O43852
LOC101862537	O43852
LOC101862537	O43852
LOC101862537	O43852
LOC118478713	O43603
LOC101847153	Q01484
LOC101847153	Q01484
LOC101847153	Q01484
LOC101847153	Q01484
LOC106013410	Q8NEM0
LOC106013410	Q8NEM0
LOC101864719	Q9BXS5
LOC101864719	Q9BXS5
LOC101864719	Q9BXS5
LOC101845505	Q9NUN5
LOC101845730	Q7Z7B1
LOC101845962	Q6YN16
LOC101845962	Q6YN16
LOC101846171	P22307
LOC101846386	Q96BP3
LOC101846774	O15375
LOC101847999	Q8N6T3
LOC101848243	Q15399
LOC106013411	Q8N695
LOC101848697	Q92911
LOC101847769	Q15306
LOC101849414	Q8TCB7
LOC101849414	Q8TCB7
LOC101849414	Q8TCB7
LOC101849800	Q6PIY7
LOC101850043	P07305
LOC101851155	P07305
LOC101850288	Q8IWL3
LOC101850759	P56730
LOC101850759	P56730
LOC118478714	Q9UGH3
LOC101852282	Q9UHI7
LOC101852514	P19021
LOC101854292	A1L157
LOC101854534	O43826
LOC101852964	Q8NFH5
LOC101854985	Q8IYR2
LOC101853823	Q8IW92
LOC101855448	P98160
LOC101855448	P98160
LOC101855448	P98160
LOC101856136	Q9GZQ6
LOC100533331	Q15836
LOC100533331	P23763
LOC100533331	P23763
LOC100533331	P23763
LOC101856385	O43156
LOC101857751	Q99570
LOC101856762	Q8N465
LOC106013413	Q969F9
LOC101856989	Q969F9
LOC101857984	Q13131
LOC101859136	Q9GZQ4
LOC106013416	P0DP25
LOC101858221	Q9H2J4
LOC101859365	Q8NB78
LOC101859365	Q8NB78
LOC101860054	Q9P2Y5
LOC101860286	P24863
LOC101860700	Q9H1J1
LOC101860700	Q9H1J1
LOC101861773	O15068
LOC101862688	Q6UWE0
LOC101862222	P20248
LOC101863141	Q6UX65
LOC101862905	Q9Y6N9
LOC101862905	Q9Y6N9
LOC101862905	Q9Y6N9
LOC101862905	Q9Y6N9
LOC101862905	Q9Y6N9
LOC101862905	Q9Y6N9
LOC101863624	Q9Y2H1
LOC101863624	Q9Y2H1
LOC101864102	Q92847
LOC101864342	A6NEY8
LOC101864568	Q15629
LOC101846998	Q9ULU4
LOC101846998	Q9ULU4
LOC101845886	O95429
LOC101847225	Q86VP6
LOC101846102	Q8TB72
LOC101846102	Q8TB72
LOC101846102	Q8TB72
LOC101846102	Q8TB72
LOC101846102	Q8TB72
LOC101846102	Q8TB72
LOC101848698	Q9H0V1
LOC101847770	Q5SVZ6
LOC101849166	Q9HDC9
LOC101848000	O75800
LOC101848244	Q96LA8
LOC101849415	P07942
LOC101850371	P04798
LOC101850122	Q8NHQ9
LOC101849654	Q6P5X5
LOC101850606	Q96C23
LOC118478724	Q96C23
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC106013425	Q86VE3
LOC101851450	Q9UBS9
LOC101851450	Q9UBS9
LOC101850852	P19793
LOC101850852	P19793
LOC101851229	P67870
LOC101851680	Q8NA23
LOC106013428	Q9NRX4
LOC101852283	Q14123
LOC101853355	Q9H4A4
LOC101852734	Q9BPZ7
LOC106013429	Q9UHF1
LOC101854986	O00754
LOC101854054	A6NK53
LOC101854054	A6NK53
LOC101854054	A6NK53
LOC101854054	A6NK53
LOC101854054	A6NK53
LOC101855220	P18858
ddx5	P17844
ddx5	P17844
LOC101854535	Q9C0C9
LOC101854535	Q9C0C9
LOC101854535	Q9C0C9
LOC101854758	Q9H4I9
LOC101858311	P68431
LOC101858311	P68431
LOC101858527	P68431
LOC101855680	Q71DI3
LOC101858745	O14976
LOC101856059	Q68CZ6
LOC101856059	Q68CZ6
LOC101858975	Q03188
LOC101858975	Q03188
LOC101856698	Q8WWF8
LOC101856698	Q8WWF8
LOC101859206	Q96MC6
LOC101859444	O43451
LOC101859895	P18433
LOC101861397	Q92643
LOC101861621	Q9Y6K8
LOC101861621	Q9Y6K8
LOC101861621	Q9Y6K8
LOC101861621	Q9Y6K8
LOC101861621	Q9Y6K8
LOC101861621	Q9Y6K8
LOC101861851	Q9H0A8
LOC101860132	Q9BY50
LOC101862076	P10589
LOC101862616	Q99732
LOC101862616	Q99732
LOC101862616	Q99732
LOC101862616	Q99732
LOC101862616	Q99732
LOC101864103	O43704
LOC101864103	O43704
LOC101864343	O75897
LOC101863142	Q6IMI4
LOC118478729	Q6IMI4
LOC101863387	O75897
LOC101863625	O43704
LOC101863625	O43704
LOC101864569	O43603
LOC101863854	Q02556
LOC101846467	Q9Y2H2
LOC101845507	P82979
LOC101846695	Q13163
LOC101845887	O43181
LOC101846037	A2RU49
LOC101846924	P29275
LOC101847536	Q9UQ26
LOC101847536	Q9UQ26
LOC101847536	Q9UQ26
LOC101847536	Q9UQ26
LOC101847293	Q9UBS8
LOC101847771	Q96P65
LOC101848390	P36543
LOC101849502	A0A1B0GTI8
LOC101849734	Q13510
LOC101849968	O75311
LOC101851772	Q9BVV6
LOC101851989	A0A1B0GTW7
LOC101852213	O14678
LOC101852439	Q96FT9
LOC101850372	Q96L03
LOC101850607	Q8N5S3
LOC101850853	Q96Q27
LOC101850853	Q96Q27
LOC101850853	Q96Q27
LOC101851081	Q13573
LOC101851303	Q13573
LOC101851303	Q13573
LOC101851537	O00255
LOC101851537	O00255
LOC101854123	Q7Z410
LOC101854123	Q7Z410
LOC101854123	Q7Z410
LOC101853039	O75581
LOC101853039	O75581
LOC101853039	O75581
LOC101853416	Q7L2H7
LOC101853650	Q8N966
LOC101854368	Q7Z5P4
nlgn4	Q8N0W4
LOC118478733	Q53H47
LOC101854908	Q03001
LOC101855150	A8MYZ0
LOC101855604	Q8N4A0
LOC101856699	Q13268
LOC118478737	P20807
LOC101856935	O15484
LOC101856935	O15484
LOC101856222	O43257
LOC101857370	Q16281
LOC101858072	Q969H0
LOC101858072	Q969H0
LOC101858072	Q969H0
LOC101858072	Q969H0
LOC101857607	Q9NX00
LOC101858312	P35408
LOC101858312	P35408
LOC106013438	Q7RTX9
LOC101859366	A6NP61
LOC101859602	Q9C0D3
LOC101859602	Q9C0D3
LOC101859980	Q8NDY6
LOC101861083	Q5T890
LOC101861083	Q5T890
LOC106013440	O43897
LOC101860208	Q96RP9
LOC101861327	Q9Y6L6
LOC101862906	Q8IZJ3
LOC101862906	Q8IZJ3
LOC106013441	P01031
LOC118478743	O75167
LOC101845131	Q9C0D0
LOC101863626	Q9H3R0
LOC101863626	Q9H3R0
LOC101863626	Q9H3R0
LOC101863626	Q9H3R0
LOC101863626	Q9H3R0
LOC101863626	Q9H3R0
LOC101863626	Q9H3R0
LOC101863626	Q9H3R0
LOC101863626	Q9H3R0
LOC101863626	Q9H3R0
LOC101845362	P31268
LOC101846845	Q9NVR2
LOC101847071	P28074
LOC101847294	Q7L9B9
LOC101848002	Q06495
LOC101847537	Q7Z4Q2
LOC101847772	Q68DL7
LOC101847772	Q68DL7
LOC101848925	Q8NDA8
LOC101848925	Q8NDA8
LOC101848925	Q8NDA8
LOC101848925	Q8NDA8
LOC101849416	O15523
LOC101849416	O15523
LOC101849416	O15523
LOC101849416	O15523
LOC101850680	Q6DWJ6
LOC101850915	Q9Y2F5
LOC118478752	Q8WZ42
LOC118478752	Q8WZ42
LOC118478752	Q8WZ42
LOC118478752	Q8WZ42
LOC101850289	Q9Y5P8
LOC106013444	Q8NDI1
LOC101851838	Q3ZAQ7
LOC101852440	Q6P2P2
LOC101852440	Q6P2P2
LOC101852214	P10619
LOC101852656	P10619
LOC101853129	P17900
LOC101853356	Q9NWB6
LOC101854211	Q2TAA2
LOC101855061	Q9NW08
LOC101855061	Q9NW08
LOC101855061	Q9NW08
LOC101855605	O95822
LOC101855605	O95822
LOC101855605	O95822
LOC101855605	O95822
LOC101854678	Q86YH6
LOC101854678	Q86YH6
LOC101854678	Q86YH6
LOC101855832	Q71U36
LOC101856060	P78371
LOC101859137	Q5VY43
LOC101859137	Q5VY43
LOC101859603	O96006
LOC101858366	Q9P272
LOC101858366	Q9P272
LOC101858366	Q9P272
LOC101858366	Q9P272
LOC101858746	Q01484
LOC106013448	Q5UCC4
LOC101859822	P09234
LOC101860055	Q6NUS6
LOC101860287	Q9HAP6
LOC101861398	Q4LDE5
LOC101861852	Q9BT04
LOC106013451	Q8NCG5
LOC101862538	Q9NYT6
LOC101862538	Q9NYT6
LOC101862538	Q9NYT6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC101846254	Q86WZ6
LOC118478760	Q14590
LOC118478760	Q14590
LOC118478760	Q14590
LOC118478760	Q14590
LOC118478760	Q14590
LOC118478760	Q14590
LOC118478760	Q14590
LOC118478760	Q14590
LOC118478760	Q14590
LOC118478760	Q14590
LOC118478760	Q14590
LOC118478760	Q14590
LOC118478760	Q14590
LOC118478760	Q14590
LOC101863701	O43345
LOC101863701	O43345
LOC101863701	O43345
LOC101846468	Q9Y4P1
LOC101864182	Q8WY91
LOC101864422	Q13042
LOC101864422	Q13042
LOC101864422	Q96MW7
LOC101846696	Q687X5
LOC118478761	Q687X5
LOC106013450	P33527
LOC106013450	P33527
LOC101845203	Q9UKJ3
LOC101847155	Q96P66
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847382	P98160
LOC101847619	O96008
LOC101848476	Q05901
LOC101848926	Q68DE3
LOC101847847	O75312
LOC101847847	O75312
LOC101848246	Q15102
LOC101849168	O00748
LOC101850518	Q14117
LOC101849417	Q14117
LOC101849801	Q6N075
LOC101850290	Q8NBR6
LOC101850290	Q8NBR6
LOC101850760	Q06330
LOC106013457	P10635
LOC101851230	Q8NHP8
LOC101851451	P30532
LOC118478764	Q05901
LOC101851681	Q9H3U7
LOC101851681	Q9H3U7
LOC101851681	Q9H3U7
LOC101851681	Q9H3U7
LOC101851900	Q5I0G3
LOC101852127	Q92887
LOC101852127	Q92887
LOC101852127	Q92887
LOC101852127	Q92887
LOC101852127	Q92887
LOC101852363	Q5T4D3
LOC101852363	Q5T4D3
LOC101852580	O95466
LOC106013459	O00370
LOC118478765	P07550
LOC101853267	Q05901
LOC101853980	P49643
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854212	Q4LDE5
LOC101854536	Q9BSD7
LOC101854536	Q9BSD7
LOC101854536	Q9BSD7
LOC101855062	O60942
LOC101855221	O43909
LOC101855450	Q9NUY8
LOC101856137	Q96KM6
LOC101856137	Q96KM6
LOC101856386	P12111
LOC101856386	P12111
LOC101856386	P12111
LOC118478767	Q99715
LOC118478767	Q99715
LOC118478767	Q99715
LOC118478767	Q99715
LOC101857522	Q92847
LOC101857985	Q9BTZ2
LOC101857985	Q9BTZ2
LOC101858448	Q9P2L0
LOC101857067	Q8NBS9
LOC101857067	Q8NBS9
LOC101860209	Q8N6M0
LOC101858900	Q15046
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101860453	Q9BXA9
LOC101861693	Q7Z4T9
LOC101861005	P15085
LOC106013469	P15085
LOC101863064	P51798
LOC101862149	Q8WWY3
LOC101862381	Q9NW07
LOC101862381	Q9NW07
LOC101862381	Q9NW07
LOC101862381	Q9NW07
LOC101862381	Q9NW07
LOC101863306	Q92959
LOC101862617	O43614
LOC101863550	P02545
LOC101862839	Q9H444
LOC101864029	Q8IZJ6
LOC101863781	Q8NF91
LOC101864264	O95238
LOC101864264	O95238
LOC101864264	O95238
LOC101864264	O95238
LOC101845583	Q5U5Z8
LOC101847620	Q9UBN7
LOC101847620	Q9UBN7
LOC101847620	Q9UBN7
LOC101846039	Q99848
LOC101846387	A6NL82
LOC101846612	Q9UM11
LOC101848082	Q96SB8
LOC101846999	Q9Y5X5
LOC101846999	Q9Y5X5
LOC101848787	Q7Z7A4
LOC101849503	Q5FWE3
LOC101848556	Q96Q11
LOC101850681	Q9UBI4
LOC101850681	Q9UBI4
LOC101849969	O60603
LOC101849969	O60603
LOC101850211	O60603
LOC100533455	P02794
LOC101850916	P13497
LOC101850916	P13497
LOC101850916	P13497
LOC101850916	P13497
LOC101850916	P13497
LOC101852284	P78524
LOC101852284	P78524
LOC100533291	P46776
LOC101852966	P42695
LOC118478772	P32297
LOC101853417	A6NMT0
LOC106013475	P32519
LOC106013475	P32519
LOC101853891	Q6DWJ6
LOC101854124	Q9H611
LOC101855451	P10635
LOC101855909	P05177
LOC101856138	P05177
LOC101854369	Q8N9W5
LOC101854760	Q9UHG3
LOC101854987	P35398
LOC101855222	O00443
LOC101855222	O00443
LOC101856614	O95248
LOC101856614	O95248
LOC101856614	O95248
LOC101856614	O95248
LOC101856614	O95248
LOC101856614	O95248
LOC101856614	O95248
LOC101856614	O95248
LOC106013477	Q9P0S2
LOC101856847	Q16658
LOC101858367	Q8N4B4
LOC101857068	Q96CM8
LOC101857287	Q2Q1W2
LOC101857287	Q2Q1W2
LOC101857287	Q2Q1W2
LOC101857287	Q2Q1W2
LOC101857287	Q2Q1W2
LOC101857287	Q2Q1W2
LOC101857287	Q2Q1W2
LOC101857287	Q2Q1W2
LOC101857523	Q9Y5J9
LOC101858583	O94762
LOC106013478	Q04118
LOC106013478	Q04118
LOC101858814	Q96PY6
LOC101859051	Q96PY6
LOC101859280	O14756
LOC101859523	Q9C040
LOC101859523	Q9C040
LOC118478775	O60336
LOC101859982	P21359
LOC101860210	P21359
LOC118478776	P21359
LOC118478777	P21359
LOC101860702	Q9H2V7
LOC106013484	O43422
LOC106013484	O43422
LOC106013484	O43422
LOC106013484	O43422
LOC101860933	P35228
LOC101860933	P35228
LOC101860933	P35228
LOC101863144	Q96RK0
LOC101861623	Q96RK0
LOC101863389	Q99643
LOC101861853	Q99643
LOC101862309	Q6ZRR5
LOC101862309	Q6ZRR5
LOC101862690	O14681
LOC101862907	P62851
LOC100533554	P62987
LOC106013486	O75069
LOC101864653	O94876
LOC106013488	Q16853
LOC101864423	Q9BX79
LOC106013487	O60427
LOC101845584	Q9UHH9
LOC101845584	Q9UHH9
LOC101845584	Q9UHH9
LOC101845584	Q9UHH9
LOC101846776	Q9UL62
LOC106013489	Q12955
LOC106013489	Q12955
LOC106013489	Q12955
LOC106013489	Q12955
LOC106013489	Q12955
LOC106013489	Q12955
LOC106013489	Q12955
LOC106013489	Q12955
LOC106013489	Q12955
LOC106013490	Q86SG7
LOC101846541	O95257
LOC101847621	P19793
LOC101847621	P19793
LOC101848247	Q9Y5X5
LOC101848701	A0A1B0GVB3
LOC101848927	Q8IWW8
LOC101849169	Q9Y5X5
LOC101850291	Q9Y2G4
LOC101850519	P24752
LOC101849418	O95563
LOC101850761	Q6IA69
LOC101849655	Q8WUA2
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC106013492	P24043
LOC101849891	Q8N187
